-1.000000,-1.000000,-0.530947,-1.426539
-1.000000,-0.900000,-0.478696,-1.384404
-1.000000,-0.800000,-0.408693,-1.401249
-1.000000,-0.700000,-0.370438,-1.334913
-1.000000,-0.600000,-0.340036,-1.225354
-1.000000,-0.500000,-0.304551,-1.097482
-1.000000,-0.400000,-0.272950,-0.983602
-1.000000,-0.300000,-0.218062,-0.931081
-1.000000,-0.200000,-0.172746,-0.863206
-1.000000,-0.100000,-0.116285,-0.832718
-1.000000,0.000000,-0.040229,-0.878610
-1.000000,0.100000,0.069262,-0.854116
-1.000000,0.200000,0.175542,-0.852430
-1.000000,0.300000,0.264247,-0.952241
-1.000000,0.400000,0.339123,-1.107101
-1.000000,0.500000,0.441082,-1.114223
-1.000000,0.600000,0.555290,-1.136812
-1.000000,0.700000,0.670816,-1.135652
-1.000000,0.800000,0.772522,-1.183759
-1.000000,0.900000,0.888208,-1.177647
-1.000000,1.000000,0.973561,-1.187379
-0.900000,-1.000000,-0.524100,-1.250139
-0.900000,-0.900000,-0.456304,-1.259109
-0.900000,-0.800000,-0.399746,-1.242883
-0.900000,-0.700000,-0.341141,-1.228567
-0.900000,-0.600000,-0.307335,-1.107512
-0.900000,-0.500000,-0.275479,-0.992718
-0.900000,-0.400000,-0.244581,-0.881374
-0.900000,-0.300000,-0.212998,-0.787561
-0.900000,-0.200000,-0.158529,-0.744518
-0.900000,-0.100000,-0.110662,-0.701957
-0.900000,0.000000,-0.041113,-0.694506
-0.900000,0.100000,0.072119,-0.702778
-0.900000,0.200000,0.184986,-0.688918
-0.900000,0.300000,0.246432,-0.888043
-0.900000,0.400000,0.340180,-1.002845
-0.900000,0.500000,0.437675,-1.038775
-0.900000,0.600000,0.551371,-1.052668
-0.900000,0.700000,0.667107,-1.058228
-0.900000,0.800000,0.781957,-1.085733
-0.900000,0.900000,0.906817,-1.107926
-0.900000,1.000000,0.993262,-1.118783
-0.800000,-1.000000,-0.519137,-1.141538
-0.800000,-0.900000,-0.450413,-1.137955
-0.800000,-0.800000,-0.389496,-1.135272
-0.800000,-0.700000,-0.326405,-1.170089
-0.800000,-0.600000,-0.292125,-1.052702
-0.800000,-0.500000,-0.262328,-0.945328
-0.800000,-0.400000,-0.229247,-0.826115
-0.800000,-0.300000,-0.196913,-0.709598
-0.800000,-0.200000,-0.135083,-0.682871
-0.800000,-0.100000,-0.087743,-0.640850
-0.800000,0.000000,-0.021973,-0.641144
-0.800000,0.100000,0.090811,-0.648723
-0.800000,0.200000,0.188648,-0.679814
-0.800000,0.300000,0.247238,-0.890949
-0.800000,0.400000,0.349892,-0.922445
-0.800000,0.500000,0.452386,-0.945223
-0.800000,0.600000,0.565699,-0.957375
-0.800000,0.700000,0.689692,-0.977163
-0.800000,0.800000,0.793802,-0.990423
-0.800000,0.900000,0.913913,-0.998813
-0.800000,1.000000,1.000813,-0.998949
-0.700000,-1.000000,-0.515122,-1.027186
-0.700000,-0.900000,-0.449902,-1.043496
-0.700000,-0.800000,-0.387171,-1.024305
-0.700000,-0.700000,-0.335331,-1.039311
-0.700000,-0.600000,-0.276804,-0.997491
-0.700000,-0.500000,-0.241615,-0.870684
-0.700000,-0.400000,-0.212385,-0.765353
-0.700000,-0.300000,-0.178772,-0.644224
-0.700000,-0.200000,-0.127371,-0.592831
-0.700000,-0.100000,-0.080942,-0.541118
-0.700000,0.000000,-0.017665,-0.531045
-0.700000,0.100000,0.093483,-0.531452
-0.700000,0.200000,0.174104,-0.627403
-0.700000,0.300000,0.228642,-0.823937
-0.700000,0.400000,0.353436,-0.810641
-0.700000,0.500000,0.459513,-0.830456
-0.700000,0.600000,0.579970,-0.844097
-0.700000,0.700000,0.688923,-0.861599
-0.700000,0.800000,0.799899,-0.870801
